arrived_date,arrived_time,responsible_dept,supplier_of_the_container,direct_container_to_warehouse_date,direct_container_to_warehouse_time,container_arrived_to_warehouse_date,container_arrived_to_warehouse_time,status_direct_container_to_warehouse,loading_bay_in_date_warehouse,loading_bay_in_time_warehouse,status_loading_bay,reason_for_warehouse_waitting,finished_goods_loading_date,finished_goods_loading_time,finished_goods_complete_date,finished_goods_complete_time,status_finished_goods_loading,reasons_for_finsihed_goods_loading_delay,documentation_process_date,documentation_process_time,status_documentation_process,departure_from_plant_date,departure_from_plant_time,reason_for_document_clearing_delays,shipment_unloading_date,shipment_unloading_time,reason_for_unloading_delays,total_Shipment_duration,total_duration_whole_process
30-06-20,13.29,Industrial,LANKA FEIGHTERS,30-06-20,13.45,30-06-20,13.45,Yes,30-06-20,13.5,Yes,Damage Carton,30-06-20,17,30-06-20,18,No,Finish Goods in IR WH,2/7/2020,17.3,No,5/7/2020,18.01,cargo ready delay,7/7/2020,20.45,Vessel FCL opening delays,9,55.16
30-06-20,14.09,Industrial,IWS HOLDINGS,30-06-20,14.25,30-06-20,14.2,Yes,30-06-20,15,Yes,Carton Missing at WH,1/7/2020,10.3,1/7/2020,12.3,No,Bad Condition of container,3/7/2020,12.5,Yes,3/7/2020,13.12,EARLY BOOKING,4/7/2020,20.4,Vessel issue,4,
30-06-20,9.2,Industrial,IWS HOLDINGS,30-06-20,9.45,30-06-20,10,Yes,30-06-20,10.25,Yes,Damage Carton,30-06-20,11,30-06-20,16,No,Irradiation Pending,2/7/2020,15.4,No,5/7/2020,15.17,Load qty and cusdec Issues,7/7/2020,6.4,Vessel FCL opening delays,8,
30-06-20,10.4,Industrial,LANKA FEIGHTERS,30-06-20,10.55,30-06-20,11,Yes,30-06-20,10.5,Yes,Carton Missing at WH,30-06-20,11,30-06-20,11.3,Yes,Lunch Break,4/7/2020,13.4,No,5/7/2020,14.57,port opn. delay,6/7/2020,20.1,Vessel FCL opening delays,7,
30-06-20,13.1,Medical,LANKA FEIGHTERS,30-06-20,13.2,30-06-20,13.3,Yes,30-06-20,13.3,Yes,Finish Goods in IR WH,30-06-20,18.3,30-06-20,22.3,No,Damage Carton,2/7/2020,6.3,No,4/7/2020,14.18,port opn. Delay,4/7/2020,5.5,Vessel FCL opening delays,9,
30-06-20,12.1,Industrial,IWS HOLDINGS,30-06-20,12.2,30-06-20,12.3,Yes,30-06-20,12.3,Yes,Early Arrival,30-06-20,17.3,30-06-20,21.3,No,Early Arrival,2/7/2020,18,No,5/7/2020,11.1,Load qty and cusdec Issues,6/7/2020,5.55,Vessel FCL opening delays,8,
30-06-20,11.09,Industrial,LANKA FEIGHTERS,30-06-20,11.15,30-06-20,11.2,Yes,30-06-20,12,Yes,Damage Carton,1/7/2020,7.3,1/7/2020,12.3,No,Early Arrival,3/7/2020,13,Yes,3/7/2020,13.12,Pick slip issue,4/7/2020,20.4,Vessel issue,4,105.31
30-06-20,9.2,Medical,IWS HOLDINGS,30-06-20,9.35,30-06-20,10,Yes,30-06-20,10.25,Yes,Early Arrival,30-06-20,11,30-06-20,16,No,Early Arrival,2/7/2020,12.5,Yes,5/7/2020,15.17,port opn delay,6/7/2020,10.45,Vessel FCL opening delays,8,193.25
30-06-20,10.4,Medical,IWS HOLDINGS,30-06-20,10.55,30-06-20,11,Yes,30-06-20,10.5,Yes,Finish Goods in IR WH,30-06-20,11,30-06-20,11.3,Yes,Lunch Break,4/7/2020,14,No,5/7/2020,14.57,port opn. Delay,6/7/2020,20.1,Vessel FCL opening delays,8,225.7
30-06-20,13.1,Medical,LANKA FEIGHTERS,30-06-20,13.2,30-06-20,13.3,Yes,30-06-20,13.3,Yes,Damage Carton,30-06-20,18.3,30-06-20,22.3,No,Irradiation Pending,2/7/2020,17,No,3/7/2020,14.18,EARLY BOOKING,7/7/2020,5.5,Vessel delays / omitted,9,203.9
30-06-20,12.1,Industrial,LANKA FEIGHTERS,30-06-20,12.2,30-06-20,12.3,Yes,30-06-20,12.3,Yes,Finish Goods in IR WH,30-06-20,17.3,30-06-20,21.3,No,Finish Goods in IR WH,2/7/2020,8.3,Yes,5/7/2020,13.18,Pick slip issue,7/7/2020,6.45,Vessel FCL opening delays,9,
30-06-20,14.09,Industrial,LANKA FEIGHTERS,30-06-20,14.2,30-06-20,14.2,Yes,30-06-20,15,Yes,Early Arrival,1/7/2020,10.3,1/7/2020,12.3,No,Early Arrival,3/7/2020,12.5,No,3/7/2020,13.12,EARLY BOOKING,4/7/2020,20.4,Vessel issue,4,
30-06-20,9.2,Industrial,IWS HOLDINGS,30-06-20,9.35,30-06-20,10,Yes,30-06-20,10.25,Yes,Finish Goods in IR WH,30-06-20,11,30-06-20,16,No,Early Arrival,2/7/2020,15.4,No,5/7/2020,15.17,port opn delay,6/7/2020,6.4,Vessel FCL opening delays,8,
30-06-20,10.4,Medical,LANKA FEIGHTERS,30-06-20,10.55,30-06-20,11,Yes,30-06-20,10.5,Yes,Carton Missing at WH,30-06-20,11,30-06-20,11.3,Yes,Finish Goods in IR WH,4/7/2020,13.4,Yes,5/7/2020,14.57,cargo delays,6/7/2020,20.1,Vessel delays / omitted,7,
30-06-20,13.1,Industrial,IWS HOLDINGS,30-06-20,13.2,30-06-20,13.3,Yes,30-06-20,13.3,Yes,Finish Goods in IR WH,30-06-20,18.3,30-06-20,22.3,No,Irradiation Pending,2/7/2020,6.3,No,4/7/2020,14.18,port opn. Delay,6/7/2020,5.5,Vessel delays / omitted,8,
30-06-20,11.1,Medical,IWS HOLDINGS,30-06-20,11.25,30-06-20,12.3,Yes,30-06-20,12.3,Yes,Early Arrival,30-06-20,17.3,30-06-20,21.3,No,Early Arrival,2/7/2020,18,No,5/7/2020,11.1,cargo delays,6/7/2020,5.55,Vessel FCL opening delays,7,
30-06-20,10.15,Medical,IWS HOLDINGS,30-06-20,10.3,30-06-20,10.5,Yes,30-06-20,10.3,Yes,Carton Missing at WH,1/7/2020,10.3,1/7/2020,11.3,No,Early Arrival,3/7/2020,17.3,No,3/7/2020,18.15,port opn delay,3/7/2020,5.48,Vessel FCL opening delays,3,105.31
1/7/2020,12,Industrial,IWS HOLDINGS,1/7/2020,12.2,1/7/2020,12.3,Yes,1/7/2020,12.3,Yes,Early Arrival,1/7/2020,17.3,1/7/2020,21.3,No,Early Arrival,1/7/2020,18,No,1/7/2020,11.1,Load qty and cusdec Issues,9/7/2020,5.55,Vessel FCL opening delays,8,
1/7/2020,11.09,Medical,LANKA FEIGHTERS,1/7/2020,11.15,1/7/2020,11.2,Yes,1/7/2020,12,Yes,Carton Missing at WH,1/7/2020,7.3,2/7/2020,12.3,No,Early Arrival,2/7/2020,13,Yes,2/7/2020,13.4,Pick slip issue,5/7/2020,20.4,Vessel issue,4,
1/7/2020,9.2,Industrial,LANKA FEIGHTERS,1/7/2020,9.35,1/7/2020,10,Yes,1/7/2020,10.25,Yes,Early Arrival,1/7/2020,11,3/7/2020,16,No,Early Arrival,3/7/2020,12.5,Yes,3/7/2020,15.17,port opn delay,3/7/2020,10.45,Vessel FCL opening delays,2,
1/7/2020,9.23,Medical,LANKA FEIGHTERS,1/7/2020,9.35,1/7/2020,10,Yes,1/7/2020,10.25,Yes,Carton Missing at WH,1/7/2020,11,1/7/2020,16,No,Early Arrival,1/7/2020,15.4,No,1/7/2020,15.37,port opn delay,5/7/2020,6.4,Vessel FCL opening delays,4,
1/7/2020,10.4,Medical,LANKA FEIGHTERS,1/7/2020,10.45,1/7/2020,11,Yes,1/7/2020,10.5,Yes,Finish Goods in IR WH,1/7/2020,11,1/7/2020,11.3,Yes,Finish Goods in IR WH,1/7/2020,13.4,Yes,5/7/2020,14.57,cargo delays,10/7/2020,20.1,Vessel issue,9,
1/7/2020,13.1,Medical,LANKA FEIGHTERS,1/7/2020,13.2,1/7/2020,13.3,Yes,1/7/2020,13.3,Yes,Carton Missing at WH,1/7/2020,18.3,1/7/2020,22.3,No,Irradiation Pending,1/7/2020,6.3,No,1/7/2020,14.18,port opn. Delay,3/7/2020,5.5,Vessel FCL opening delays,2,
1/7/2020,11.1,Industrial,LANKA FEIGHTERS,1/7/2020,12.26,1/7/2020,12.3,Yes,1/7/2020,12.3,Yes,Early Arrival,1/7/2020,17.3,1/7/2020,21.3,No,Early Arrival,1/7/2020,18,No,1/7/2020,11.1,cargo delays,4/7/2020,5.55,Vessel FCL opening delays,3,
1/7/2020,15,Medical,LANKA FEIGHTERS,1/7/2020,15.15,1/7/2020,15.2,Yes,1/7/2020,15.3,Yes,Early Arrival,1/7/2020,7.3,1/7/2020,11.3,No,Early Arrival,3/7/2020,14,No,3/7/2020,14.37,cargo ready delay,3/7/2020,16.05,Vessel FCL opening delays,2,
1/7/2020,9.2,Industrial,IWS HOLDINGS,1/7/2020,9.4,1/7/2020,10,Yes,1/7/2020,15.15,No,Early Arrival,2/7/2020,10.45,5/7/2020,9.15,No,Irradiation Pending,5/7/2020,18.3,No,4/7/2020,19.51,cargo ready delay,5/7/2020,13.07,Vessel delays / omitted,4,
1/7/2020,10.48,Industrial,LANKA FEIGHTERS,1/7/2020,10.5,1/7/2020,10.5,Yes,1/7/2020,11.05,Yes,Early Arrival,2/7/2020,14.45,2/7/2020,10.15,No,Carton Missing at WH,3/7/2020,19.3,No,3/7/2020,20.19,Load qty and cusdec Issues,3/7/2020,22.26,Vessel issue,2,
1/7/2020,10.45,Industrial,LANKA FEIGHTERS,1/7/2020,10.45,1/7/2020,10.5,Yes,1/7/2020,15,No,Container Arrivals / Position Delay,1/7/2020,15,1/7/2020,18.3,Yes,Lunch Break,4/7/2020,19.3,No,4/7/2020,19.51,port opn delay,5/7/2020,2.53,Vessel FCL opening delays,4,59.1
1/7/2020,9.4,Medical,LANKA FEIGHTERS,1/7/2020,9.45,1/7/2020,10,Yes,1/7/2020,10.5,Yes,Carton Missing at WH,1/7/2020,11,4/7/2020,11.3,Yes,Lunch Break,4/7/2020,14,No,4/7/2020,14.57,port opn. Delay,4/7/2020,20.1,Vessel FCL opening delays,3,226.38
1/7/2020,13.1,Medical,IWS HOLDINGS,1/7/2020,13.2,1/7/2020,13.3,Yes,1/7/2020,13.3,Yes,Early Arrival,1/7/2020,18.3,5/7/2020,22.3,No,Irradiation Pending,5/7/2020,17,No,5/7/2020,14.18,EARLY BOOKING,5/7/2020,5.5,Vessel issue,4,63.97
1/7/2020,12.1,Medical,LANKA FEIGHTERS,1/7/2020,12.2,1/7/2020,12.3,Yes,1/7/2020,12.3,Yes,Damage Carton,1/7/2020,17.3,6/7/2020,21.3,No,Finish Goods in IR WH,6/7/2020,8.3,Yes,6/7/2020,13.18,Pick slip issue,6/7/2020,6.45,Vessel delays / omitted,5,57.02
1/7/2020,14.09,Medical,IWS HOLDINGS,1/7/2020,14.16,1/7/2020,14.2,Yes,1/7/2020,15,Yes,Finish Goods in IR WH,1/7/2020,10.3,1/7/2020,12.3,No,Early Arrival,1/7/2020,12.5,No,1/7/2020,13.12,EARLY BOOKING,3/7/2020,20.4,Vessel issue,2,
1/7/2020,13.35,Medical,LANKA FEIGHTERS,1/7/2020,13.4,1/7/2020,13.5,Yes,1/7/2020,14,Yes,Finish Goods in IR WH,1/7/2020,15,1/7/2020,12,No,Finish Goods in IR WH,3/7/2020,14,No,3/7/2020,14.12,port opn. Delay,3/7/2020,16.11,Vessel FCL opening delays,2,
1/7/2020,10,Medical,LANKA FEIGHTERS,1/7/2020,10,1/7/2020,10.1,Yes,1/7/2020,10.3,Yes,Finish Goods in IR WH,1/7/2020,10.3,1/7/2020,14.3,Yes,Finish Goods in IR WH,3/7/2020,18,No,7/7/2020,19.46,port on delay,8/7/2020,22.17,Vessel FCL opening delays,7,
1/7/2020,10.15,Medical,IWS HOLDINGS,1/7/2020,10.3,1/7/2020,10.3,Yes,1/7/2020,10.3,Yes,Damage Carton,1/7/2020,10.15,1/7/2020,13.3,Yes,Finish Goods in IR WH,1/7/2020,12,No,1/7/2020,12.26,Pick slip issue,5/7/2020,19.38,Vessel issue,4,
1/7/2020,10.4,Industrial,LANKA FEIGHTERS,1/7/2020,10.45,1/7/2020,11,Yes,1/7/2020,10.5,Yes,Finish Goods in IR WH,1/7/2020,11,1/7/2020,11.3,Yes,Lunch Break,1/7/2020,13.4,No,1/7/2020,14.57,port opn. Delay,6/7/2020,20.1,Vessel FCL opening delays,5,
1/7/2020,13.1,Industrial,LANKA FEIGHTERS,1/7/2020,13.2,1/7/2020,13.3,Yes,1/7/2020,13.3,Yes,Carton Missing at WH,1/7/2020,18.3,1/7/2020,22.3,No,Damage Carton,1/7/2020,6.3,No,1/7/2020,14.18,port opn. Delay,5/7/2020,5.5,Vessel FCL opening delays,4,
2/7/2020,9.4,Medical,LANKA FEIGHTERS,2/7/2020,10,2/7/2020,10.45,No,3/7/2020,10.05,No,Early Arrival,3/7/2020,10.15,3/7/2020,14,Yes,Irradiation Pending,4/7/2020,17,No,4/7/2020,17.09,cargo delay,4/7/2020,20.24,Vessel FCL opening delays,2,58.84
2/7/2020,10.4,Medical,LANKA FEIGHTERS,2/7/2020,10.45,2/7/2020,11,Yes,2/7/2020,11,Yes,Finish Goods in IR WH,2/7/2020,12,2/7/2020,15.3,No,Shipment arenge delay,9/7/2020,17,No,9/7/2020,17,port opn delay,10/7/2020,23.17,Vessel delays / omitted,8,204.77
2/7/2020,12.45,Industrial,IWS HOLDINGS,2/7/2020,12.45,2/7/2020,12.45,Yes,3/7/2020,11.27,No,Early Arrival,3/7/2020,11.3,3/7/2020,12.45,Yes,Shipment arenge delay,4/7/2020,18,No,4/7/2020,18.22,port opn delay,4/7/2020,20.26,Vessel FCL opening delays,2,55.81
2/7/2020,9.23,Industrial,LANKA FEIGHTERS,2/7/2020,9.35,2/7/2020,10,Yes,2/7/2020,10.25,Yes,Carton Missing at WH,2/7/2020,11,2/7/2020,16,No,Early Arrival,2/7/2020,15.4,No,2/7/2020,15.37,port opn delay,5/7/2020,6.4,Vessel delays / omitted,3,
2/7/2020,10.4,Medical,LANKA FEIGHTERS,2/7/2020,10.45,2/7/2020,11,Yes,2/7/2020,10.5,Yes,Finish Goods in IR WH,2/7/2020,11,2/7/2020,11.3,Yes,Finish Goods in IR WH,2/7/2020,13.4,Yes,5/7/2020,14.57,cargo delays,10/7/2020,20.1,Vessel FCL opening delays,8,
2/7/2020,13.1,Medical,LANKA FEIGHTERS,2/7/2020,13.2,2/7/2020,13.3,Yes,2/7/2020,13.3,Yes,Carton Missing at WH,2/7/2020,18.3,2/7/2020,22.3,No,Irradiation Pending,2/7/2020,6.3,No,2/7/2020,14.18,port opn. Delay,8/7/2020,5.5,Vessel issue,7,
2/7/2020,11.1,Medical,LANKA FEIGHTERS,2/7/2020,12.26,2/7/2020,12.3,Yes,2/7/2020,12.3,Yes,Early Arrival,2/7/2020,17.3,2/7/2020,21.3,No,Early Arrival,2/7/2020,18,No,2/7/2020,11.1,cargo delays,4/7/2020,5.55,Vessel FCL opening delays,2,
2/7/2020,15,Industrial,LANKA FEIGHTERS,2/7/2020,15.15,2/7/2020,15.2,Yes,2/7/2020,15.3,Yes,Early Arrival,2/7/2020,7.3,2/7/2020,11.3,No,Early Arrival,3/7/2020,14,No,3/7/2020,14.37,Order Number Variance,6/7/2020,16.05,Vessel FCL opening delays,4,
2/7/2020,9.2,Industrial,IWS HOLDINGS,2/7/2020,9.4,2/7/2020,10,Yes,2/7/2020,15.15,No,Early Arrival,2/7/2020,10.45,5/7/2020,9.15,No,Irradiation Pending,5/7/2020,18.3,No,4/7/2020,19.51,cargo ready delay,5/7/2020,13.07,Vessel issue,3,
2/7/2020,10.48,Medical,LANKA FEIGHTERS,2/7/2020,10.5,2/7/2020,10.5,Yes,2/7/2020,11.05,Yes,Early Arrival,2/7/2020,14.45,2/7/2020,10.15,No,Carton Missing at WH,3/7/2020,19.3,No,3/7/2020,20.19,Load qty and cusdec Issues,10/7/2020,22.26,Vessel FCL opening delays,8,
2/7/2020,10.45,Industrial,LANKA FEIGHTERS,2/7/2020,10.45,2/7/2020,10.5,Yes,2/7/2020,15,No,Container Arrivals / Position Delay,2/7/2020,15,2/7/2020,18.3,Yes,Lunch Break,4/7/2020,19.3,No,4/7/2020,19.51,port opn delay,5/7/2020,2.53,Vessel issue,3,
2/7/2020,9.4,Medical,LANKA FEIGHTERS,2/7/2020,9.45,2/7/2020,10,Yes,2/7/2020,10.5,Yes,Carton Missing at WH,2/7/2020,11,4/7/2020,11.3,Yes,Lunch Break,4/7/2020,14,No,4/7/2020,14.57,Order Number Variance,4/7/2020,20.1,Vessel FCL opening delays,2,
2/7/2020,13.1,Medical,IWS HOLDINGS,2/7/2020,13.2,2/7/2020,13.3,Yes,2/7/2020,13.3,Yes,Early Arrival,2/7/2020,18.3,5/7/2020,22.3,No,Irradiation Pending,5/7/2020,17,No,5/7/2020,14.18,EARLY BOOKING,5/7/2020,5.5,Vessel FCL opening delays,3,
2/7/2020,12.1,Industrial,LANKA FEIGHTERS,2/7/2020,12.2,2/7/2020,12.3,Yes,2/7/2020,12.3,Yes,Damage Carton,2/7/2020,17.3,6/7/2020,21.3,No,Finish Goods in IR WH,6/7/2020,8.3,Yes,6/7/2020,13.18,Pick slip issue,6/7/2020,6.45,Vessel delays / omitted,4,
2/7/2020,14.09,Industrial,IWS HOLDINGS,2/7/2020,14.16,2/7/2020,14.2,Yes,2/7/2020,15,Yes,Finish Goods in IR WH,2/7/2020,10.3,2/7/2020,12.3,No,Early Arrival,2/7/2020,12.5,No,2/7/2020,13.12,EARLY BOOKING,10/7/2020,20.4,Vessel issue,8,
2/7/2020,13.35,Industrial,IWS HOLDINGS,2/7/2020,13.4,2/7/2020,13.5,Yes,2/7/2020,14,Yes,Finish Goods in IR WH,2/7/2020,15,2/7/2020,12,No,Finish Goods in IR WH,3/7/2020,14,No,3/7/2020,14.12,port opn. Delay,11/7/2020,16.11,Vessel FCL opening delays,9,
2/7/2020,10,Medical,LANKA FEIGHTERS,2/7/2020,10,2/7/2020,10.1,Yes,2/7/2020,10.3,Yes,Finish Goods in IR WH,2/7/2020,10.3,2/7/2020,14.3,Yes,Finish Goods in IR WH,3/7/2020,18,No,7/7/2020,19.46,port on delay,8/7/2020,22.17,Vessel FCL opening delays,6,
2/7/2020,10.15,Medical,LANKA FEIGHTERS,2/7/2020,10.3,2/7/2020,10.3,Yes,2/7/2020,10.3,Yes,Damage Carton,2/7/2020,10.15,2/7/2020,13.3,Yes,Finish Goods in IR WH,2/7/2020,12,No,2/7/2020,12.26,Pick slip issue,5/7/2020,19.38,Vessel issue,3,
2/7/2020,10.4,Medical,LANKA FEIGHTERS,2/7/2020,10.45,2/7/2020,11,Yes,2/7/2020,10.5,Yes,Finish Goods in IR WH,2/7/2020,11,2/7/2020,11.3,Yes,Lunch Break,2/7/2020,13.4,No,2/7/2020,14.57,port opn. Delay,6/7/2020,20.1,Vessel FCL opening delays,4,
2/7/2020,13.1,Medical,IWS HOLDINGS,2/7/2020,13.2,2/7/2020,13.3,Yes,2/7/2020,13.3,Yes,Carton Missing at WH,2/7/2020,18.3,2/7/2020,22.3,No,Damage Carton,2/7/2020,6.3,No,2/7/2020,14.18,port opn. Delay,5/7/2020,5.5,Vessel FCL opening delays,3,
3/7/2020,9.5,Medical,LANKA FEIGHTERS,3/7/2020,10.1,3/7/2020,10.15,Yes,3/7/2020,12,No,Early Arrival,3/7/2020,14.55,3/7/2020,16.45,No,Early Arrival,9/7/2020,18,No,9/7/2020,18.17,port opn delay,10/7/2020,2.48,Vessel issue,7,160.93
3/7/2020,10.4,Industrial,IWS HOLDINGS,3/7/2020,10.45,3/7/2020,10.5,Yes,3/7/2020,11.3,Yes,Early Arrival,3/7/2020,12.3,3/7/2020,15,Yes,Early Arrival,7/7/2020,17.3,No,7/7/2020,17.41,Load qty and cusdec Issues,7/7/2020,19.1,Vessel issue,4,104.7
3/7/2020,12.45,Medical,IWS HOLDINGS,3/7/2020,12.45,3/7/2020,12.45,Yes,3/7/2020,11.27,No,Finish Goods in IR WH,3/7/2020,11.3,3/7/2020,12.45,Yes,Shipment arenge delay,4/7/2020,18,No,4/7/2020,18.22,port opn delay,4/7/2020,20.26,Vessel FCL opening delays,1,
3/7/2020,9.23,Industrial,LANKA FEIGHTERS,3/7/2020,9.35,3/7/2020,10,Yes,3/7/2020,10.25,Yes,Carton Missing at WH,3/7/2020,11,3/7/2020,16,No,Early Arrival,3/7/2020,15.4,No,3/7/2020,15.37,port opn delay,5/7/2020,6.4,Vessel issue,2,
3/7/2020,10.4,Medical,LANKA FEIGHTERS,3/7/2020,10.45,3/7/2020,11,Yes,3/7/2020,10.5,Yes,Finish Goods in IR WH,3/7/2020,11,3/7/2020,11.3,Yes,Finish Goods in IR WH,3/7/2020,13.4,Yes,5/7/2020,14.57,cargo delays,10/7/2020,20.1,Vessel issue,7,
3/7/2020,13.1,Medical,IWS HOLDINGS,3/7/2020,13.2,3/7/2020,13.3,Yes,3/7/2020,13.3,Yes,Carton Missing at WH,3/7/2020,18.3,3/7/2020,22.3,No,Irradiation Pending,3/7/2020,6.3,No,3/7/2020,14.18,port opn. Delay,8/7/2020,5.5,Vessel FCL opening delays,6,
3/7/2020,11.1,Industrial,LANKA FEIGHTERS,3/7/2020,12.26,3/7/2020,12.3,Yes,3/7/2020,12.3,Yes,Early Arrival,3/7/2020,17.3,3/7/2020,21.3,No,Early Arrival,3/7/2020,18,No,3/7/2020,11.1,cargo delays,4/7/2020,5.55,Vessel FCL opening delays,1,
3/7/2020,15,Industrial,IWS HOLDINGS,3/7/2020,15.15,3/7/2020,15.2,Yes,3/7/2020,15.3,Yes,Early Arrival,3/7/2020,7.3,3/7/2020,11.3,No,Early Arrival,3/7/2020,14,No,3/7/2020,14.37,cargo ready delay,6/7/2020,16.05,Vessel FCL opening delays,3,
3/7/2020,14.09,Industrial,LANKA FEIGHTERS,3/7/2020,14.16,3/7/2020,14.2,Yes,3/7/2020,15,Yes,Finish Goods in IR WH,3/7/2020,10.3,3/7/2020,12.3,No,Early Arrival,3/7/2020,12.5,No,3/7/2020,13.12,EARLY BOOKING,10/7/2020,20.4,Vessel issue,7,
3/7/2020,13.35,Industrial,LANKA FEIGHTERS,3/7/2020,13.4,3/7/2020,13.5,Yes,3/7/2020,14,Yes,Finish Goods in IR WH,3/7/2020,15,3/7/2020,12,No,Finish Goods in IR WH,3/7/2020,14,No,3/7/2020,14.12,port opn. Delay,11/7/2020,16.11,Vessel FCL opening delays,8,
3/7/2020,10,Industrial,IWS HOLDINGS,3/7/2020,10,3/7/2020,10.1,Yes,3/7/2020,10.3,Yes,Finish Goods in IR WH,3/7/2020,10.3,3/7/2020,14.3,Yes,Finish Goods in IR WH,3/7/2020,18,No,7/7/2020,19.46,port on delay,8/7/2020,22.17,Vessel FCL opening delays,5,
3/7/2020,10.15,Medical,LANKA FEIGHTERS,3/7/2020,10.3,3/7/2020,10.3,Yes,3/7/2020,10.3,Yes,Damage Carton,3/7/2020,10.15,3/7/2020,13.3,Yes,Finish Goods in IR WH,3/7/2020,12,No,3/7/2020,12.26,Pick slip issue,5/7/2020,19.38,Vessel issue,2,
3/7/2020,10.4,Medical,LANKA FEIGHTERS,3/7/2020,10.45,3/7/2020,11,Yes,3/7/2020,10.5,Yes,Finish Goods in IR WH,3/7/2020,11,3/7/2020,11.3,Yes,Lunch Break,3/7/2020,13.4,No,3/7/2020,14.57,port opn. Delay,6/7/2020,20.1,Vessel FCL opening delays,3,
3/7/2020,13.1,Medical,LANKA FEIGHTERS,3/7/2020,13.2,3/7/2020,13.3,Yes,3/7/2020,13.3,Yes,Carton Missing at WH,3/7/2020,18.3,3/7/2020,22.3,No,Damage Carton,3/7/2020,6.3,No,3/7/2020,14.18,Order Number Variance,5/7/2020,5.5,Vessel FCL opening delays,2,
3/7/2020,9.2,Medical,IWS HOLDINGS,3/7/2020,9.4,3/7/2020,10,Yes,3/7/2020,15.15,No,Early Arrival,3/7/2020,10.45,5/7/2020,9.15,No,Irradiation Pending,5/7/2020,18.3,No,4/7/2020,19.51,cargo ready delay,5/7/2020,13.07,Vessel FCL opening delays,2,
3/7/2020,10.48,Medical,IWS HOLDINGS,3/7/2020,10.5,3/7/2020,10.5,Yes,3/7/2020,11.05,Yes,Early Arrival,3/7/2020,14.45,3/7/2020,10.15,No,Carton Missing at WH,3/7/2020,19.3,No,3/7/2020,20.19,Load qty and cusdec Issues,10/7/2020,22.26,Vessel issue,7,
3/7/2020,10.45,Industrial,LANKA FEIGHTERS,3/7/2020,10.45,3/7/2020,10.5,Yes,3/7/2020,15,No,Container Arrivals / Position Delay,3/7/2020,15,3/7/2020,18.3,Yes,Lunch Break,4/7/2020,19.3,No,4/7/2020,19.51,port opn delay,5/7/2020,2.53,Vessel FCL opening delays,2,
3/7/2020,9.4,Medical,LANKA FEIGHTERS,3/7/2020,9.45,3/7/2020,10,Yes,3/7/2020,10.5,Yes,Carton Missing at WH,3/7/2020,11,4/7/2020,11.3,Yes,Lunch Break,4/7/2020,14,No,4/7/2020,14.57,port opn. Delay,4/7/2020,20.1,Vessel FCL opening delays,1,
3/7/2020,13.14,Medical,LANKA FEIGHTERS,3/7/2020,13.2,3/7/2020,13.3,Yes,3/7/2020,13.3,Yes,Early Arrival,3/7/2020,18.3,5/7/2020,22.3,No,Irradiation Pending,5/7/2020,17,No,5/7/2020,14.18,EARLY BOOKING,5/7/2020,5.5,Vessel issue,2,
3/7/2020,12.1,Industrial,IWS HOLDINGS,3/7/2020,12.2,3/7/2020,12.3,Yes,3/7/2020,12.3,Yes,Damage Carton,3/7/2020,17.3,6/7/2020,21.3,No,Finish Goods in IR WH,6/7/2020,8.3,Yes,6/7/2020,13.18,Pick slip issue,6/7/2020,6.45,Vessel FCL opening delays,3,
4/7/2020,10.4,Medical,LANKA FEIGHTERS,4/7/2020,10.45,4/7/2020,11,Yes,4/7/2020,10.5,Yes,Finish Goods in IR WH,4/7/2020,11,4/7/2020,11.3,Yes,Finish Goods in IR WH,4/7/2020,13.4,Yes,5/7/2020,14.57,cargo delays,10/7/2020,20.1,Vessel issue,6,
4/7/2020,13.1,Medical,LANKA FEIGHTERS,4/7/2020,13.2,4/7/2020,13.3,Yes,4/7/2020,13.3,Yes,Carton Missing at WH,4/7/2020,18.3,4/7/2020,22.3,No,Irradiation Pending,4/7/2020,6.3,No,4/7/2020,14.18,port opn. Delay,8/7/2020,5.5,Vessel FCL opening delays,4,
4/7/2020,11.1,Industrial,LANKA FEIGHTERS,4/7/2020,12.26,4/7/2020,12.3,Yes,4/7/2020,12.3,Yes,Early Arrival,4/7/2020,17.3,4/7/2020,21.3,No,Early Arrival,4/7/2020,18,No,4/7/2020,11.1,cargo delays,11/7/2020,5.55,Vessel FCL opening delays,7,
4/7/2020,15,Industrial,LANKA FEIGHTERS,4/7/2020,15.15,4/7/2020,15.2,Yes,4/7/2020,15.3,Yes,Early Arrival,4/7/2020,7.3,4/7/2020,11.3,No,Early Arrival,4/7/2020,14,No,4/7/2020,14.37,cargo ready delay,6/7/2020,16.05,Vessel FCL opening delays,2,
4/7/2020,14.09,Industrial,LANKA FEIGHTERS,4/7/2020,14.16,4/7/2020,14.2,Yes,4/7/2020,15,Yes,Finish Goods in IR WH,4/7/2020,10.3,4/7/2020,12.3,No,Early Arrival,4/7/2020,12.5,No,4/7/2020,13.12,EARLY BOOKING,10/7/2020,20.4,Vessel issue,6,
4/7/2020,13.35,Industrial,LANKA FEIGHTERS,4/7/2020,13.4,4/7/2020,13.5,Yes,4/7/2020,14,Yes,Finish Goods in IR WH,4/7/2020,15,4/7/2020,12,No,Finish Goods in IR WH,4/7/2020,14,No,4/7/2020,14.12,port opn. Delay,11/7/2020,16.11,Vessel FCL opening delays,7,
